,ItemID,ItemName,CurrentValue,LastUpdated,LowValue,LowSeenDate,HighValue,HighSeenDate,Override,Taxed,Bottleneck,Mat1Qty,Mat1,Mat2Qty,Mat2,Mat3Qty,Mat3,Mat4Qty,Mat4,Mat5Qty,Mat5,Mat6Qty,Mat6,ProductionMultiplier,CritChance,CritProduct,Experience,ProductionTime,Source,MatGroup,Tag,Description
131,725,Skilled Worker's Elixir,35764,2018/05/13,35764,,35764,,,Yes,No,3,Worker's Elixir,1,Blue Reagent,,,,,,,,,1,,,,6,Processing - Simple Alchemy,,,
132,726,Fisher's Elixir,16629,2018/05/13,16629,,16629,,,Yes,No,1,Wise Man's Blood,6,Sunrise Herb,3,Fir Sap,2,Powder of Flame,,,,,2.5,0.3,Skilled Fisher's Elixir,,Alchemy,Alchemy,,,
133,727,Skilled Fisher's Elixir,4824,2018/05/13,4824,,4824,,,Yes,No,3,Fisher's Elixir,1,Blue Reagent,,,,,,,,,1,,,,6,Processing - Simple Alchemy,,,
134,728,Elixir of Burn Removal,368,2018/05/13,368,,368,,,Yes,No,1,Clear Liquid Reagent,1,Purified Water,2,Apple,2,Wild Grass,,,,,2.5,,,,Alchemy,Alchemy,,,
135,729,Antidote Elixir,352,2018/05/13,352,,352,,,Yes,No,1,Pure Powder Reagent,1,Wild Grass,2,Blood 2,3,Olive Oil,,,,,2.5,,,,Alchemy,Alchemy,,,
136,730,Elixir of Hemostasis,499,2018/05/13,499,,499,,,Yes,No,1,Pure Powder Reagent,1,Cloud Mushroom,1,Ash Sap,3,Purified Water,,,,,2.5,,,,Alchemy,Alchemy,,,
137,732,Whale Tendon Elixir,480000,2018/05/13,480000,,480000,,,Yes,No,1,Blue Whale Tendon,1,Clown's Blood,12,Ash Sap,5,Purified Water,2,Clear Liquid Reagent,,,2.5,0.3,Tough Whale Tendon Elixir,,Alchemy,Alchemy,,,
138,733,Tough Whale Tendon Elixir,720000,2018/05/13,720000,,720000,,,Yes,No,3,Whale Tendon Elixir,1,Blue Reagent,,,,,,,,,1,,,,6,Processing - Simple Alchemy,,,
139,734,Perfume of Courage,1120163,2018/05/13,1120163,,1120163,,,Yes,No,1,Blue Whale Oil,3,Trace of Violence,6,Bloody Tree Knot,4,Purified Water,2,Clear Liquid Reagent,,,1,,,,Alchemy,Alchemy,,,
140,735,Perfume of Swiftness,3717792,2018/05/13,3717792,,3717792,,,Yes,No,1,Blue Whale Oil,4,Powder of Time,6,Everlasting Herb,4,Purified Water,2,Clear Liquid Reagent,,,1,,,,Alchemy,Alchemy,,,
141,736,[Party] Skilled Fisher's Elixir,24264,2018/05/13,24264,,24264,,,Yes,No,2,Skilled Fisher's Elixir,1,Aal's Tear,,,,,,,,,1.8,,,,6,Processing - Simple Alchemy,,,
142,737,[Party] Elixir of Burn Removal,4853,2018/05/13,4853,,4853,,,Yes,No,2,Elixir of Burn Removal,1,Aal's Tear,,,,,,,,,1.8,,,,6,Processing - Simple Alchemy,,,
143,738,[Party] Antidote Elixir,4643,2018/05/13,4643,,4643,,,Yes,No,2,Antidote Elixir,1,Aal's Tear,,,,,,,,,1.8,,,,6,Processing - Simple Alchemy,,,
144,739,[Party] Elixir of Hemostasis,6575,2018/05/13,6575,,6575,,,Yes,No,2,Elixir of Hemostasis,1,Aal's Tear,,,,,,,,,1.8,,,,6,Processing - Simple Alchemy,,,
145,740,Griffon's Elixir,24818,2018/05/13,24818,,24818,,,Yes,No,1,Griffon Claw,6,Cedar Sap,3,Trace of Battle,3,Purified Water,2,Sinner's Blood,,,2.5,0.3,Strong Griffon's Elixir,,Alchemy,Alchemy,,,
146,741,Strong Griffon's Elixir,40950,2018/05/13,40950,,40950,,,Yes,No,3,Griffon's Elixir,1,Blue Reagent,,,,,,,,,1,,,,6,Processing - Simple Alchemy,,,
147,744,[Party] Griffon's Elixir,30030,2018/05/13,30030,,30030,,,Yes,No,2,Griffon's Elixir,1,Aal's Tear,,,,,,,,,1.8,,,,6,Processing - Simple Alchemy,,,
148,745,[Party] Strong Griffon's Elixir,45047,2018/05/13,45047,,45047,,,Yes,No,2,Strong Griffon's Elixir,1,Aal's Tear,,,,,,,,,1.8,,,,6,Processing - Simple Alchemy,,,
149,748,Khalk's Elixir,2154057,2018/05/13,2154057,,2154057,,,Yes,No,1,Fugitive Khalk's Skin,10,White Cedar Sap,5,Trace of Chaos,4,Purified Water,2,Oil of Corruption,,,1,,,,Alchemy,Alchemy,,,
150,749,Elixir of Time,9648,2018/05/13,9648,,9648,,,Yes,No,1,Wise Man's Blood,6,Fire Flake Flower,2,Powder of Time,5,Maple Sap,,,,,2.5,0.3,Elixir of Flowing Time,,Alchemy,Alchemy,,,
151,750,Elixir of Flowing Time,62975,2018/05/13,62975,,62975,,,Yes,No,3,Elixir of Time,1,Blue Reagent,,,,,,,,,1,,,,6,Processing - Simple Alchemy,,,
152,751,[Party] Elixir of Time,39834,2018/05/13,39834,,39834,,,Yes,No,2,Elixir of Time,1,Aal's Tear,,,,,,,,,1.8,,,,6,Processing - Simple Alchemy,,,
153,752,[Party] Elixir of Flowing Time,58008,2018/05/13,58008,,58008,,,Yes,No,2,Elixir of Flowing Time,1,Aal's Tear,,,,,,,,,1.8,,,,6,Processing - Simple Alchemy,,,
154,753,Elixir of Training,18333,2018/05/13,18333,,18333,,,Yes,No,1,Legendary Beast's Blood,7,Silver Azalea,4,Pine Sap,2,Powder of Crevice,,,,,2.5,0.3,Elixir of Expert Training,,Alchemy,Alchemy,,,
155,754,Elixir of Expert Training,62975,2018/05/13,62975,,62975,,,Yes,No,3,Elixir of Training,1,Blue Reagent,,,,,,,,,1,,,,6,Processing - Simple Alchemy,,,
156,755,[Party] Elixir of Training,40385,2018/05/13,40385,,40385,,,Yes,No,2,Elixir of Training,1,Aal's Tear,,,,,,,,,1.8,,,,6,Processing - Simple Alchemy,,,
157,756,[Party] Elixir of Expert Training,60605,2018/05/13,60605,,60605,,,Yes,No,2,Elixir of Expert Training,1,Aal's Tear,,,,,,,,,1.8,,,,6,Processing - Simple Alchemy,,,
158,761,Marking Reagent,54545,2018/05/13,54545,,54545,,,Yes,No,1,Sinner's Blood,1,Magic Crystal of Enchantment - Vision,1,Herbal Gunpowder,1,Sticky Liquid,5,Black Stone Powder,,,2.5,,,,Alchemy,Alchemy,,,
159,762,Elixir of Shock,5806,2018/05/13,5806,,5806,,,Yes,No,1,Clown's Blood,5,Tiger Mushroom,7,Cedar Sap,3,Powder of Time,,,,,2.5,0.3,Elixir of Strong Shock,,Alchemy,Alchemy,,,
160,763,Elixir of Strong Shock,65376,2018/05/13,65376,,65376,,,Yes,No,3,Elixir of Shock,1,Blue Reagent,,,,,,,,,1,,,,6,Processing - Simple Alchemy,,,
161,764,[Party] Elixir of Shock,32705,2018/05/13,32705,,32705,,,Yes,No,2,Elixir of Shock,1,Aal's Tear,,,,,,,,,1.8,,,,6,Processing - Simple Alchemy,,,
162,765,[Party] Elixir of Strong Shock,62706,2018/05/13,62706,,62706,,,Yes,No,2,Elixir of Strong Shock,1,Aal's Tear,,,,,,,,,1.8,,,,6,Processing - Simple Alchemy,,,
163,771,Elixir of Deep Sea,1000000,2018/05/13,1000000,,1000000,,,Yes,No,1,Oil of the Abyss,2,Coral Crystal,5,Clear Liquid Reagent,5,Arrow Mushroom,5,White Cedar Sap,,,1,,,,Alchemy,Alchemy,,,
164,773,Weenie Elixir,21124,2018/05/13,21124,,21124,,,Yes,No,4,Moss Tree Sap,2,Blue Umbrella Mushroom,3,Powder of Time,5,Monk's Branch,1,Sky Blue Flower,,,2.5,0.3,Surging Weenie Elixir,,Alchemy,Alchemy,,,
165,774,Surging Weenie Elixir,47376,2018/05/13,47376,,47376,,,Yes,No,3,Weenie Elixir,1,Blue Reagent,,,,,,,,,1,,,,6,Processing - Simple Alchemy,,,
166,775,[Party] Weenie Elixir,36320,2018/05/13,36320,,36320,,,Yes,No,2,Weenie Elixir,1,Aal's Tear,,,,,,,,,1.8,,,,6,Processing - Simple Alchemy,,,
167,776,[Party] Surging Weenie Elixir,46499,2018/05/13,46499,,46499,,,Yes,No,2,Surging Weenie Elixir,1,Aal's Tear,,,,,,,,,1.8,,,,6,Processing - Simple Alchemy,,,
168,777,Looney Elixir,28127,2018/05/13,28127,,28127,,,Yes,No,4,Moss Tree Sap,2,Volcanic Umbrella Mushroom,3,Powder of Flame,5,Red Tree Lump,1,Violet Flower,,,2.5,0.3,Reliable Looney Elixir,,Alchemy,Alchemy,,,
169,778,Reliable Looney Elixir,47376,2018/05/13,47376,,47376,,,Yes,No,3,Looney Elixir,1,Blue Reagent,,,,,,,,,1,,,,6,Processing - Simple Alchemy,,,
170,779,[Party] Looney Elixir,38231,2018/05/13,38231,,38231,,,Yes,No,2,Looney Elixir,1,Aal's Tear,,,,,,,,,1.8,,,,6,Processing - Simple Alchemy,,,
171,780,[Party] Reliable Looney Elixir,46499,2018/05/13,46499,,46499,,,Yes,No,2,Reliable Looney Elixir,1,Aal's Tear,,,,,,,,,1.8,,,,6,Processing - Simple Alchemy,,,
172,781,Spirit Perfume Elixir,240000,2018/05/13,240000,,240000,,,Yes,No,1,Dead Tree Essence,1,Fruit of Nature,10,Loopy Tree Sap,10,Powder of Darkness,2,Violet Flower,,,1,,,,Alchemy,Alchemy,,,
173,791,Verdure Draught,246969,2018/05/13,246969,,246969,,,Yes,No,3,Worker's Elixir,3,Elixir of Time,3,Elixir of Swiftness,1,Tears of the Falling Moon,,,,,1,,,,6,Processing - Simple Alchemy,,,
174,792,Beast's Draught,550000,2018/05/13,550000,,550000,,,Yes,No,3,Grim Reaper's Elixir,3,EXP Elixir,3,Elixir of Will,1,Tears of the Falling Moon,,,,,1,,,,6,Processing - Simple Alchemy,,,
175,793,Giant's Draught,520000,2018/05/13,520000,,520000,,,Yes,No,3,Elixir of Fury,3,Elixir of Shock,3,Elixir of Penetration,1,Tears of the Falling Moon,,,,,1,,,,6,Processing - Simple Alchemy,,,
176,3701,Alchemy Tool,,,,,,,,No,No,18,Rough Stone,10,Melted Iron Shard,3,Black Stone Powder,,,,,,,1,,,,,Workshop,,,
177,3702,Intermediate Alchemy Tool,156000,2018/05/13,156000,,156000,,,Yes,No,40,Rough Stone,25,Log,20,Melted Iron Shard,10,Black Stone Powder,,,,,1,,,,,Workshop,,,
178,3703,Advanced Alchemy Tool,319500,2018/05/13,319500,,319500,,,Yes,No,30,Polished Stone,15,Usable Scantling,24,Melted Iron Shard,20,Black Stone Powder,,,,,1,,,,,Workshop,,,
179,3717,Cooking Utensil,,,,,,,,No,No,15,Rough Stone,10,Melted Iron Shard,2,Black Stone Powder,,,,,,,1,,,,,Workshop,,,
180,3718,Intermediate Cooking Utensil,102750,2018/05/13,102750,,102750,,,Yes,No,25,Rough Stone,10,Log,15,Melted Iron Shard,7,Black Stone Powder,,,,,1,,,,,Workshop,,,
181,3719,Advanced Cooking Utensil,213000,2018/05/13,213000,,213000,,,Yes,No,20,Polished Stone,5,Usable Scantling,20,Melted Iron Shard,14,Black Stone Powder,,,,,1,,,,,Workshop,,,
182,3730,Balenos Traditional Alchemy Tool,,,,,,,,No,No,10,Rough Stone,12,Melted Iron Shard,12,Black Stone Powder,,,,,,,1,,,,,Workshop,,,
183,3731,Serendia Traditional Alchemy Tool,162000,2018/05/13,162000,,162000,,,Yes,No,20,Rough Stone,15,Log,20,Melted Iron Shard,20,Black Stone Powder,,,,,1,,,,,Workshop,,,
184,3732,Calpheon Traditional Alchemy Tool,417000,2018/05/13,417000,,417000,,,Yes,No,20,Polished Stone,5,Birch Plywood,40,Melted Iron Shard,40,Black Stone Powder,,,,,1,,,,,Workshop,,,
185,3740,Balenos Traditional Cooking Utensil,,,,,,,,No,No,8,Rough Stone,10,Melted Iron Shard,10,Black Stone Powder,,,,,,,1,,,,,Workshop,,,
186,3741,Serendia Traditional Cooking Utensil,133500,2018/05/13,133500,,133500,,,Yes,No,15,Rough Stone,20,Log,15,Melted Iron Shard,15,Black Stone Powder,,,,,1,,,,,Workshop,,,
187,3742,Calpheon Traditional Cooking Utensil,375000,2018/05/13,375000,,375000,,,Yes,No,15,Polished Stone,8,Maple Plywood,30,Melted Iron Shard,30,Black Stone Powder,,,,,1,,,,,Workshop,,,
188,4001,Iron Ore,539,2018/05/13,539,,539,,,Yes,No,,,,,,,,,,,,,,,,,,Gathering,,,
189,4002,Lead Ore,431,2018/05/13,431,,431,,,Yes,No,,,,,,,,,,,,,,,,,,Gathering,,,
190,4003,Copper Ore,468,2018/05/13,468,,468,,,Yes,No,,,,,,,,,,,,,,,,,,Gathering,,,
191,4004,Tin Ore,657,2018/05/13,657,,657,,,Yes,No,,,,,,,,,,,,,,,,,,Gathering,,,
192,4005,Zinc Ore,1058,2018/05/13,1058,,1058,,,Yes,No,,,,,,,,,,,,,,,,,,Gathering,,,
193,4006,Rough Stone,831,2018/05/13,831,,831,,,Yes,No,,,,,,,,,,,,,,,,,,Gathering,,,
194,4007,Coal,1177,2018/05/13,1177,,1177,,,Yes,No,,,,,,,,,,,,,,,,,,Gathering,,,
195,4008,Vanadium Ore,1295,2018/05/13,1295,,1295,,,Yes,No,,,,,,,,,,,,,,,,,,Gathering,,,
196,4009,Titanium Ore,1413,2018/05/13,1413,,1413,,,Yes,No,,,,,,,,,,,,,,,,,,Gathering,,,
197,4010,Sulfur,916,2018/05/13,916,,916,,,Yes,No,,,,,,,,,,,,,,,,,,Gathering,,,
198,4011,Noc Ore,596,2018/05/13,596,,596,,,Yes,No,,,,,,,,,,,,,,,,,,Gathering,,,
199,4051,Melted Iron Shard,2095,2018/05/13,2095,,2095,,,Yes,No,5,Iron Ore,,,,,,,,,,,2.5,0.05,Iron Ingot,,9,Processing - Heating,,,
200,4052,Iron Ingot,8525,2018/05/13,8525,,8525,,,Yes,No,10,Melted Iron Shard,,,,,,,,,,,2.5,,,,9,Processing - Heating,,,
201,4053,Pure Iron Crystal,103200,2018/05/13,103200,,103200,,,Yes,No,3,Iron Ingot,2,Metal Solvent,,,,,,,,,2,,,,6,Processing - Heating,,,
202,4054,Melted Lead Shard,1274,2018/05/13,1274,,1274,,,Yes,No,5,Lead Ore,,,,,,,,,,,2.5,0.05,Lead Ingot,,9,Processing - Heating,,,
203,4055,Lead Ingot,8054,2018/05/13,8054,,8054,,,Yes,No,10,Melted Lead Shard,,,,,,,,,,,2.5,,,,9,Processing - Heating,,,
204,4056,Pure Lead Crystal,105000,2018/05/13,105000,,105000,,,Yes,No,3,Lead Ingot,2,Metal Solvent,,,,,,,,,2,,,,6,Processing - Heating,,,
205,4057,Melted Copper Shard,1280,2018/05/13,1280,,1280,,,Yes,No,5,Copper Ore,,,,,,,,,,,2.5,0.05,Copper Ingot,,9,Processing - Heating,,,
206,4058,Copper Ingot,8397,2018/05/13,8397,,8397,,,Yes,No,10,Melted Copper Shard,,,,,,,,,,,2.5,,,,9,Processing - Heating,,,
207,4059,Pure Copper Crystal,97709,2018/05/13,97709,,97709,,,Yes,No,3,Copper Ingot,2,Metal Solvent,,,,,,,,,2,,,,6,Processing - Heating,,,
208,4060,Melted Tin Shard,2701,2018/05/13,2701,,2701,,,Yes,No,5,Tin Ore,,,,,,,,,,,2.5,0.05,Tin Ingot,,9,Processing - Heating,,,
209,4061,Tin Ingot,8525,2018/05/13,8525,,8525,,,Yes,No,10,Melted Tin Shard,,,,,,,,,,,2.5,,,,9,Processing - Heating,,,
210,4062,Pure Tin Crystal,83000,2018/05/13,83000,,83000,,,Yes,No,3,Tin Ingot,2,Metal Solvent,,,,,,,,,2,,,,6,Processing - Heating,,,
211,4063,Melted Zinc Shard,4239,2018/05/13,4239,,4239,,,Yes,No,5,Zinc Ore,,,,,,,,,,,2.5,0.05,Zinc Ingot,,6,Processing - Heating,,,
212,4064,Zinc Ingot,15422,2018/05/13,15422,,15422,,,Yes,No,10,Melted Zinc Shard,,,,,,,,,,,2.5,,,,6,Processing - Heating,,,
213,4065,Pure Zinc Crystal,101000,2018/05/13,101000,,101000,,,Yes,No,3,Zinc Ingot,2,Metal Solvent,,,,,,,,,2,,,,6,Processing - Heating,,,
214,4066,Brass Ingot,12100,2018/05/13,12100,,12100,,,Yes,No,5,Melted Copper Shard,5,Melted Zinc Shard,,,,,,,,,2.5,,,,6,Processing - Heating,,,
215,4067,Bronze Ingot,11450,2018/05/13,11450,,11450,,,Yes,No,5,Melted Copper Shard,5,Melted Tin Shard,,,,,,,,,2.5,,,,6,Processing - Heating,,,
216,4068,Polished Stone,3769,2018/05/13,3769,,3769,,,Yes,No,10,Rough Stone,,,,,,,,,,,2.5,,,,6,Processing - Grinding,,,
217,4070,Processed Coal,2142,2018/05/13,2142,,2142,,,Yes,No,5,Coal,,,,,,,,,,,2.5,,,,6,Processing - Heating,,,
218,4076,Metal Solvent,52800,2018/05/13,52800,,52800,,,Yes,No,1,Clear Liquid Reagent,3,Melted Iron Shard,4,Rough Stone,2,Trace of Savagery,,,,,1.5,,,,Alchemy,Alchemy,,,
219,4077,Steel,7800,2018/05/13,7800,,7800,,,Yes,No,5,Melted Iron Shard,5,Coal,,,,,,,,,2.5,,,,6,Processing - Heating,,,
220,4078,Melted Vanadium Shard,4049,2018/05/13,4049,,4049,,,Yes,No,5,Vanadium Ore,,,,,,,,,,,2.5,0.05,Vanadium Ingot,,9,Processing - Heating,,,
221,4079,Vanadium Ingot,19298,2018/05/13,19298,,19298,,,Yes,No,10,Melted Vanadium Shard,,,,,,,,,,,2.5,,,,9,Processing - Heating,,,
222,4080,Pure Vanadium Crystal,140999,2018/05/13,140999,,140999,,,Yes,No,3,Vanadium Ingot,2,Metal Solvent,,,,,,,,,2,,,,6,Processing - Heating,,,
223,4081,Melted Titanium Shard,5654,2018/05/13,5654,,5654,,,Yes,No,5,Titanium Ore,,,,,,,,,,,2.5,0.05,Titanium Ingot,,9,Processing - Heating,,,
224,4082,Titanium Ingot,20100,2018/05/13,20100,,20100,,,Yes,No,10,Melted Titanium Shard,,,,,,,,,,,2.5,,,,9,Processing - Heating,,,
225,4083,Pure Titanium Crystal,70943,2018/05/13,70943,,70943,,,Yes,No,3,Titanium Ingot,2,Metal Solvent,,,,,,,,,2,,,,6,Processing - Heating,,,
226,4084,Margoria Dark Iron,82500,2018/05/13,82500,,82500,,,Yes,No,1,[Guild] Hekaru's Spike,2,Pure Iron Crystal,,,,,,,,,2,,,,6,Processing - Heating,,,
227,4085,Melted Noc Shard,1874,2018/05/13,1874,,1874,,,Yes,No,5,Noc Ore,,,,,,,,,,,2.5,0.05,Noc Ingot,,9,Processing - Heating,,,
228,4086,Noc Ingot,13325,2018/05/13,13325,,13325,,,Yes,No,10,Melted Noc Shard,,,,,,,,,,,2.5,,,,9,Processing - Heating,,,
229,4087,Pure Noc Crystal,102915,2018/05/13,102915,,102915,,,Yes,No,3,Noc Ingot,2,Metal Solvent,,,,,,,,,2,,,,6,Processing - Heating,,,
230,4201,Silver Ore,2472,2018/05/13,2472,,2472,,,Yes,No,,,,,,,,,,,,,,,,,,Gathering,,,
231,4202,Gold Ore,3768,2018/05/13,3768,,3768,,,Yes,No,,,,,,,,,,,,,,,,,,Gathering,,,
232,4203,Platinum Ore,2410,2018/05/13,2410,,2410,,,Yes,No,,,,,,,,,,,,,,,,,,Gathering,,,
233,4204,Rough Opal,2885,2018/05/13,2885,,2885,,,Yes,No,,,,,,,,,,,,,,,,,,Gathering,,,
234,4206,Mythril,5771,2018/05/13,5771,,5771,,,Yes,No,,,,,,,,,,,,,,,,,,Gathering,,,
235,4251,Melted Silver Shard,7119,2018/05/13,7119,,7119,,,Yes,No,5,Silver Ore,,,,,,,,,,,2.5,0.05,Silver Ingot,,9,Processing - Heating,,,
236,4252,Silver Ingot,35986,2018/05/13,35986,,35986,,,Yes,No,10,Melted Silver Shard,,,,,,,,,,,2.5,,,,9,Processing - Heating,,,
237,4253,Pure Silver Crystal,94178,2018/05/13,94178,,94178,,,Yes,No,3,Silver Ingot,1,Metal Solvent,,,,,,,,,2,,,,6,Processing - Heating,,,
238,4254,Melted Gold Shard,15077,2018/05/13,15077,,15077,,,Yes,No,5,Gold Ore,,,,,,,,,,,2.5,0.05,Gold Ingot,,9,Processing - Heating,,,
239,4255,Gold Ingot,120640,2018/05/13,120640,,120640,,,Yes,No,10,Melted Gold Shard,,,,,,,,,,,2.5,,,,9,Processing - Heating,,,
240,4256,Pure Gold Crystal,139417,2018/05/13,139417,,139417,,,Yes,No,3,Gold Ingot,1,Metal Solvent,,,,,,,,,2,,,,6,Processing - Heating,,,
241,4257,Melted Platinum Shard,8109,2018/05/13,8109,,8109,,,Yes,No,5,Platinum Ore,,,,,,,,,,,2.5,0.05,Platinum Ingot,,9,Processing - Heating,,,
242,4258,Platinum Ingot,61812,2018/05/13,61812,,61812,,,Yes,No,10,Melted Platinum Shard,,,,,,,,,,,2.5,,,,9,Processing - Heating,,,
243,4259,Pure Platinum Crystal,146983,2018/05/13,146983,,146983,,,Yes,No,3,Platinum Ingot,1,Metal Solvent,,,,,,,,,2,,,,6,Processing - Heating,,,
244,4260,Polished Opal,6414,2018/05/13,6414,,6414,,,Yes,No,5,Rough Opal,,,,,,,,,,,2.5,,,,6,Processing - Heating,,,
245,4262,Melted Mythril Shard,19724,2018/05/13,19724,,19724,,,Yes,No,5,Mythril,,,,,,,,,,,2.5,0.05,Mythril Ingot,,9,Processing - Heating,,,
246,4263,Mythril Ingot,151064,2018/05/13,151064,,151064,,,Yes,No,10,Melted Mythril Shard,,,,,,,,,,,2.5,,,,9,Processing - Heating,,,
247,4264,Pure Mythril Crystal,359999,2018/05/13,359999,,359999,,,Yes,No,3,Mythril Ingot,1,Metal Solvent,,,,,,,,,2,,,,6,Processing - Heating,,,
248,4265,Brilliant Opal,44000,2018/05/13,44000,,44000,,,Yes,No,10,Polished Opal,,,,,,,,,,,2.5,,,,9,Processing - Heating,,,
249,4266,Moonlight Opal,165968,2018/05/13,165968,,165968,,,Yes,No,3,Brilliant Opal,1,Metal Solvent,,,,,,,,,2,,,,9,Processing - Heating,,,
250,4267,Black Gold Ingot,110000,2018/05/13,110000,,110000,,,Yes,No,2,Pure Platinum Crystal,10,[Guild] Ocean Stalker's Skin,,,,,,,,,2,,,,6,Processing - Heating,,,
251,4269,Jade Coral Ingot,200000,2018/05/13,200000,,200000,,,Yes,No,5,Coral,25,Melted Titanium Shard,,,,,,,,,5,,,,6,Processing - Heating,,,
252,4401,Rough Ruby,3374,2018/05/13,3374,,3374,,,Yes,No,,,,,,,,,,,,,,,,,,Gathering,,,
253,4402,Rough Sapphire,3892,2018/05/13,3892,,3892,,,Yes,No,,,,,,,,,,,,,,,,,,Gathering,,,
254,4403,Rough Topaz,6596,2018/05/13,6596,,6596,,,Yes,No,,,,,,,,,,,,,,,,,,Gathering,,,
255,4404,Rough Emerald,7009,2018/05/13,7009,,7009,,,Yes,No,,,,,,,,,,,,,,,,,,Gathering,,,
256,4405,Rough Diamond,6208,2018/05/13,6208,,6208,,,Yes,No,,,,,,,,,,,,,,,,,,Gathering,,,
257,4406,Rough Translucent Crystal,1349,2018/05/13,1349,,1349,,,Yes,No,,,,,,,,,,,,,,,,,,Gathering,,,
258,4407,Rough Mud Crystal,1786,2018/05/13,1786,,1786,,,Yes,No,,,,,,,,,,,,,,,,,,Gathering,,,
259,4408,Rough Red Crystal,1387,2018/05/13,1387,,1387,,,Yes,No,,,,,,,,,,,,,,,,,,Gathering,,,
260,4409,Rough Green Crystal,1406,2018/05/13,1406,,1406,,,Yes,No,,,,,,,,,,,,,,,,,,Gathering,,,
261,4410,Rough Black Crystal,2547,2018/05/13,2547,,2547,,,Yes,No,,,,,,,,,,,,,,,,,,Gathering,,,
262,4411,Rough Blue Crystal,1537,2018/05/13,1537,,1537,,,Yes,No,,,,,,,,,,,,,,,,,,Gathering,,,
263,4412,Rough Violet Crystal,1593,2018/05/13,1593,,1593,,,Yes,No,,,,,,,,,,,,,,,,,,Gathering,,,
264,4413,Rough Lapis Lazuli,6560,2018/05/13,6560,,6560,,,Yes,No,,,,,,,,,,,,,,,,,,Gathering,,,
265,4451,Ruby,13495,2018/05/13,13495,,13495,,,Yes,No,5,Rough Ruby,,,,,,,,,,,2.5,0.05,Resplendent Ruby,,9,Processing - Grinding,,,
266,4452,Resplendent Ruby,43268,2018/05/13,43268,,43268,,,Yes,No,5,Ruby,,,,,,,,,,,1.5,,,,9,Processing - Grinding,,,
267,4453,Blood Ruby,266742,2018/05/13,266742,,266742,,,Yes,No,7,Resplendent Ruby,3,Gem Polisher,,,,,,,,,1.5,,,,9,Processing - Shaking,,,
268,4454,Sapphire,14244,2018/05/13,14244,,14244,,,Yes,No,5,Rough Sapphire,,,,,,,,,,,2.5,0.05,Resplendent Sapphire,,9,Processing - Grinding,,,
269,4455,Resplendent Sapphire,46267,2018/05/13,46267,,46267,,,Yes,No,5,Sapphire,,,,,,,,,,,1.5,,,,9,Processing - Grinding,,,
270,4456,Ocean Sapphire,240973,2018/05/13,240973,,240973,,,Yes,No,7,Resplendent Sapphire,3,Gem Polisher,,,,,,,,,1.5,,,,9,Processing - Shaking,,,
271,4457,Topaz,26389,2018/05/13,26389,,26389,,,Yes,No,5,Rough Topaz,,,,,,,,,,,2.5,0.05,Resplendent Topaz,,9,Processing - Grinding,,,
272,4458,Resplendent Topaz,100722,2018/05/13,100722,,100722,,,Yes,No,5,Topaz,,,,,,,,,,,1.5,,,,9,Processing - Grinding,,,
273,4459,Gold Topaz,284273,2018/05/13,284273,,284273,,,Yes,No,7,Resplendent Topaz,3,Gem Polisher,,,,,,,,,1.5,,,,9,Processing - Shaking,,,
274,4460,Emerald,18981,2018/05/13,18981,,18981,,,Yes,No,5,Rough Emerald,,,,,,,,,,,2.5,0.05,Resplendent Emerald,,9,Processing - Grinding,,,
275,4461,Resplendent Emerald,78145,2018/05/13,78145,,78145,,,Yes,No,5,Emerald,,,,,,,,,,,1.5,,,,9,Processing - Grinding,,,
276,4462,Forest Emerald,269012,2018/05/13,269012,,269012,,,Yes,No,7,Resplendent Emerald,3,Gem Polisher,,,,,,,,,1.5,,,,9,Processing - Shaking,,,
277,4463,Diamond,14994,2018/05/13,14994,,14994,,,Yes,No,5,Rough Diamond,,,,,,,,,,,2.5,0.05,Resplendent Diamond,,9,Processing - Grinding,,,
278,4464,Resplendent Diamond,53550,2018/05/13,53550,,53550,,,Yes,No,5,Diamond,,,,,,,,,,,1.5,,,,9,Processing - Grinding,,,
279,4465,Star Diamond,252947,2018/05/13,252947,,252947,,,Yes,No,7,Resplendent Diamond,3,Gem Polisher,,,,,,,,,1.5,,,,9,Processing - Shaking,,,
280,4466,Translucent Crystal,5398,2018/05/13,5398,,5398,,,Yes,No,5,Rough Translucent Crystal,,,,,,,,,,,2.5,,,,6,Processing - Heating,,,
281,4467,Mud Crystal,7145,2018/05/13,7145,,7145,,,Yes,No,5,Rough Mud Crystal,,,,,,,,,,,2.5,,,,6,Processing - Heating,,,
282,4468,Red Crystal,6150,2018/05/13,6150,,6150,,,Yes,No,5,Rough Red Crystal,,,,,,,,,,,2.5,,,,6,Processing - Heating,,,
283,4469,Green Crystal,5623,2018/05/13,5623,,5623,,,Yes,No,5,Rough Green Crystal,,,,,,,,,,,2.5,,,,6,Processing - Heating,,,
284,4470,Black Crystal,10187,2018/05/13,10187,,10187,,,Yes,No,5,Rough Black Crystal,,,,,,,,,,,2.5,,,,6,Processing - Heating,,,
285,4476,Red Coral,30710,2018/05/13,30710,,30710,,,Yes,No,10,Coral Piece,1,Ruby,,,,,,,,,1.5,,,,9,Processing - Heating,,,
286,4477,Blue Coral,45000,2018/05/13,45000,,45000,,,Yes,No,10,Coral Piece,1,Sapphire,,,,,,,,,1.5,,,,9,Processing - Heating,,,
